content,score
"OTP sudah sesuai tapi tidak masuk, ada keterangan masukakn otp yang sesuai,gw kira mata gw rabun gw minta temen gw eh sama ajah, berarti yang rabun itu aplikasinya orang gw Ama temen gw masukin OTP nya sesuai yang dikirim di wa,gw ketik taku salah ya gw copy paste tetep ajah salah, aplikasi bobrok",1
Sertifikat tidak ada yg muncul,1
Login lama,2
"Tolong lah d perbaiki ini aplikasi apa sih? Udh enk peduli lindungi gk ribet d bikin ribet aplikasi gini,udh isi kode otp sama aja gbsa masuk jg heran ni aplikasi gk ush d adain klo gini",1
KALO MAU MENGUJI KESABARAN MENDING LO LO PADA PAKE APLIKASI INI AJA YAKIN LO LO PADA BAKAL SABAR.. APLIKASI KON,1
Masih bingung Bagaimana cetak bukti vaksin di aplikasi,1
Gajelas,1
Bantuan bot tidak membantu sama sekali,1
Makin update makin gak jelas makin ribet makin eror pake daftar² akun segala. Udah daftar tapi gagal terus pake email juga gagal. Uninstall aja gak guna juga punya aplikasinya kalo sulit gini,1
"SUDAH DAPAT KODE DAN MEMASUKAN KODE DENGAN BENAR DIANGGAP SALAH MEMASUKAN KODE,INI APLIKASI BUTA HURUF KAH? ATAU GIMANA SIH PANTESAN AJA BANYAK YG RATING BURUK",1
"Cek id vaksin dimana haaa,yang pedulilindungi ada sekarang di update malah ga ada",1
Buruk,1
Percuma download tidak berguna banget aplikasinya masa sudah vaksin tapi di apk ini keterangan blm vaksin,1
"Aplikasi tolol , verifikasi lewat wa terus gw masukin otp nya bener sambil gw cek berkali kali. Tetep salah aplikasi annjinggg Jgn di download aplikasi bangke nyesel gw juga sumpah",1
"Apk nya nggak benar sy daftar ktp sy katanya nama dan no Nik ny nggak sesuai, setelah itu sy pergi ke capil utk perbaiki KK dn KTP, Setelah itu sma Aja nggak bisa daftar.",1
masuk aja harus nunggu kode vertifikasi 5 kali. terus harus nusil kodenya ±20 kali baru bisa masuk,1
mendingan peduli lindungi dulu sertifikat tinggal download ga ribet gini tolong revisi lagi dong jgn nyusahin apalagi ngeribetin,1
Ini kenapa yg vaksin 3 belum muncul ya? Padahal udah melaksanakan vaksin yg ke 3 loh,2
Mau liad id vaksin aja susah sangat tidak memuaskan,1
Tidak tau kenapa jadi lebih sering susah loading,3
Masa di atas jam 6 sore gak bisa verifikasi...,1
"aplikasi sampah, cuman ngabisin anggaran negara, lihat sertifikat vaksin katanya suruh download ini, pas di download gak ada!!!",1
"Sertifikat tidak bisa d download atau di unduh,mana keperluan kerjaan",1
"Aplikasi gaje, mau login app harus pake no yg terhubung ke WA, sementara no yg saya daftarin kesini ga terhubung e Wa",1
gak jelas,1
Sudah vaksin tapi gak keluar sertifikat vaksin nya.,1
JELEKKK!!!,1
ko sertifikat nya ga bisa di unduh ya padahal udah di coba berulang kali tapi tetep aja ga bisa,1
Mau download sertifikat vaksin gk ada.. ribet nyari2 nya dan datanya gk ada.. ktnya msk menu vaksin imunisasi.. trus riwayat... Mnaa ada menu riyawat nya..,1
Good,5
"Udah vaksin 3 kok gamuncul sertifikatnya,di email responnya lama👎🤦‍♂️",1
"otp wa nya selalu gagal dan setelah masuk sertifikat nya tidak bisa di unduh, tolong bantu alternatif lain untuk unduh sertifikat nya dari satu sehat",1
"logi g bisa2, APLIKASI SAMPAH!",1
"Sorry ralat, tau2 setelah saya update ke login sendiri setelah gagal login by phone & email hahaha. Lucu nih aplikasi",3
Aplikasi Bikin susah aja Kementerian Tolol,1
Apk bangsad,1
Aku lebih suka yang lama (peduli lindungi) asli yg baeu ini tidak jelas banget ribet....,1
Good Apk,5
Ga bisa login,1
Tidak bisa masuk aplikasi ini padahal dulu pas masih ada peduli lindungi bisa masuk knapa sekarang gabisa terus padahal nomor hp dan email masih sama tetep aja gabisa masuk,1
kenapa aplikasinya tidak bisa terbuka,1
"oktober 2023 nyari kerja syarat harus punya sertifikat vaksin ,. pertanyaanyaa sertifikat gunanya apa ????",1
Dikirim kode verifikasi dari sana pas udah dimasukin ehh malaah gabisa heran apk masih dikembangin udah disuruh dipake,2
"sertifikat vaksin booster 1 saya ko ga muncul², padahal udh lewat 4 bulan lo",2
Sangat membantu,5
"Aneh banget sii, ini mau liat sertifikat vaksin aja harus mikir lagi.",1
ada pula nomor tdk terdaftar...,1
sy sangat benci kalo habis update kalo tanya kenpa karena setiap update pas buka aplikasi selalu minta login ulang menyebalkan sekali😒,1
oke,5
Cara ngecek sertifikat vaksin nya gmna ya?,1
"aplikasi gak berguna,buat google tolong banded apk ini",1
👍👍👍👍👍,5
"Mohon maaf sebelumnya, ini emg datanya beda dari aplikasi peduli lindungi ya, soalnya saya sudah vaksin namun keterangan di aplikasi ini belum vaksin padahal dulu di peduli lindungi ada, padahal saya mau download sertifikat vaksin",1
"150450z., 150450🇸🇬z. Sama 150450.",5
"Aplikasi Tolol, Gabisa download sertifikat vaksin",1
"Gimana si ini aplikasi nya padahal kode OTP nya udah bener tapi kok ada tulisan ""Masukan kode yang tepat""padahal udah tepat loh,tolong developer aplikasi nya di perbaiki!",1
"OTP yang dikirim ke WhatsApp udah di isi bener sesuai dikolom tapi tetep aja kode salah, udah tak pelototin gak ada yang salah isi OTP tetep gak mau masuk... ini gimana sih konsepnya aplikasi mana lagi butuh sertifikat vaksin lagi",1
"Senangnya hatiku, Aplikasinya seru banget, minta update terus... Bangga deh...",5
Parah sangat parah appkikasi nya Gua udh vaksin 3x pas mau masuk aplikasi ini gk bisa masuk No tidak di temukan Email tidak di temukan Lqt dptr Bru No dan email dn nik udh trdptr di akun lain Kn pea ni applikasi,1
Aplikasi 🐕🐕🐶,1
Mending pakai versi yg pedulilindungi saja yg ini gaje apk nya,1
"Aplikasi apa ini , login saja susah , nomor hp & email tidak yg terdaftar tidak terdeteksi..... Bikin susah Rakyat saja",1
Aplikasi ga jelas. Udah vaksin booster lewat 3 hari tapi sertifikat belum muncul. Coba cari di website nya satusehat katanya di suruh klaim di menu sertifikat vaksin. Tapi di aplikasi di menu sertifikat ga da tuh tombol klaimnya.,1
Tanggal lahir kartu vaksin bapak saya salah.. Padahal saat pedulilindungi sudah benar tanggal lahirnya... Begitu diupdate ke satu sehat malah salah.,1
Aplikasi rusak,1
Tidak bisa login aplikasi katanya tidak terdaftar padaal dulu lancar lancar saja sebelum update. IT aplikasi ini mohon di ganti,1
Kenapa ini saya sudah vaksin tp sertifikat di dalam hanya nama bapak saya. Padahal saya ibu adek 2 orang sudah tpi sertifikat tidak ada didalam. Aplikasi peduli lindungi juga sudah tdk ada,1
Mantap,5
Belm pernah daftar pas daftar NIK telah digunakan. Gimana ini aplikasi.,1
Aplikasi belum siap sudah di luncurkan,1
halo admin yang bijaksana.. tolong dong di perbaiki aplikasinya.. adik saya mau nglamar kerja harus ada bukti vaksin.. adik saya sudah melakukan vaksin booster tapi kenapa ga terupdate keterangan vaksin boosternya? kasian orang mau nglamar kerja jadi di pending,1
👍👍💪💪,5
Saya kangen pandemi,2
Bagus,5
"Ini gmna si apk nya diperbaharui malah ga bisa masuk ke apknya datanya lah ga valid , giliran menghubungi customer service malah ga bisa ,, mempersulit !!",1
Update 16 September 2023 13 Oktober 2023 ( 2x Update di hari yg sama) 🥲🥲🥲,5
"Yang bilang customer service lelet, itu ngikutin step by step ga orang fast respon gini, terimakasih akun ku sudah kembali",5
Scan sertifikat vaksin gak bisa !!,1
Ini sih paling parah. Di puskesmas bisa vaksin dan udah dapat print barcode udah booster juga tp pas daftar disatu sehat malah nik tidak terdaftar di data base dinas kependudukan.,1
Min ini donlod sertif vaksinnya gimana kok ga bisa trus ya,2
Bagus,5
Masuk aja susah!!!!!!!,1
anehhhh kok bisa ke download sendiri ni apk?,1
"Kalo belom siap bikin aplikasi gausah di distribusiin atau disuruh pada pake aplikasi ini , udah masukin no hp sesuai masukin kode yang bener tapi tetep gabisa masuk. Kunyukkkk bikin emosi doang",1
"Gak jelas , kode verifikasi dah bener malah gak bisa",1
Apknya gk ke urus lemot pula emang ya apk yg di buat pemerintah gk ada yang bener kaya pemerintahnya,1
Semoga bisa membatu,5
Parah. Gk bisa masuk dong pdhl email dan no. Hp udh bener :(,1
"Woyyy admin gimana siiii, masa saya udah masukin kode yang benar dibilang salah terus??? Terus saya harus masukin kode apa lagi coba??? TOLONG LAH DIPERBAIKI!!",2
"Mau ngerubah nama disertifikat sudah Berbulan-bulan ga ada solusi se lambat itukah pelayanannya ? , di WhatsApp malah dilayanin robot dan suruh nunggu tapi ga kunjung ada telp2 , di suruh nge email ga ada balesan... Mohon dong ini mah solusinya..",1
"Tidak bisa unduh sertifikat. Muncul tulisan ini terus ""Sertifikat gagal diproses"" . Disuruh coba sesaat lagi. Udh berjam"" mash gk bisa. Udh lapor ke cs, blum ada tanggapan",3
"Sewaktu aplikasi peduli lindungi mudah untuk login, ini sering bilang maaf , terjadi kesalahan. Kadaluarsa 2 menit, tetap saja ga bisa.",1
Login nya ribet padahal Gmail sama nomor telepon nya udah bener aplikasi apa ini? nyusahin😒,1
ko gabisa dowload sertifikat vaksin yah?,5
"kode sudh bnr""d trima dan tdk salah infut.Tpi selalu Gagal pas d Klikkk Lawak,norakk",1
Mantap,5
Applikasi apaan kaya gini gak bisa masuk,1
Gk bisa login salah terus padahal udah betul,1
Setiap update kok mesti login ulang,3
"Alhamdulillah terselesaikan kann, dan mimin nya sangan sabar jelasinnya, makasi banyak yaaa minnn😭🙏🏻🙏🏻🙏🏻",5
Kenapa saya sudah vaksin boster tapi diaplikasi masih vaksin kedua terus??,1
"Mantab, prosesnya cepat tidak sampai 24 jam",5
"Mau masuk gak bisa bisa trusss ,,, mending balikin aplikasi lama",1
Aplikasi buruk..mau login no telp salah.mau daftar nik telah digunakan..,1
Aplikasi ndak jelas masuk ndak bisa percuma buat aplikasi rumit kek gini bukannya mempermudah malah makin mempersulit Disini udah banyak kritik tapi ndak di tanggapin,1
aplikasi mempersulit hidup padahal mau dafar nik nya sudah benar dan udah nyoba beberapa kali tapi tidak terdaftar,1
Parah banget baru juga masuk Udah elorr padahal kode verifikasi udah bener,1
"Loh saya sudah boster pertama (vaksin 3), ini mau boster ke dua (vaksin 4) gagal, malah dikira belum boster pertama (vaksin 3), jadinya di suntik double boster pertama (vaksin 3). Dan sudah beberapa bulan setelah kejadian gagal boster ke-2 (vaksin 4), status vaksin masih ke-2 Gila sihh...",1
Yuuuuuuc yang tidak dapat,2
reel pop,5
"Ga jelas bgt sih, mau daftar tpi udh terdaftar giliran mau masuk malah ga terdaftar, aneh bgt",1
PeduliĹindungi....n....,5
Bagus,3
G berguna costumer servis g bs kerja sesuai yg d harap. Cari data vaksin aja ga becus,1
Ribet...,1
Aplikasinya tolol,1
"Masukan kode verifikasi. Kode udah cocok malah gagal terus. Tolonglah ini udah 2023, bangsa lain udah pada ngurus cara tinggal di mars, lah kita ahhsudahlah",1
Gak jelas.. Padahal udah vaksin bosster tpi sertifikat nya gak ada..,1
ANEH KODE MASUK AJA HARUS KE WA KAN BISA KRIM KE SMS,1
"gak jelas, dimasukkan kode tidak bisa",1
Good,5
Untuk login nya susah sekali padahal sudah dikirim kode verifikasinya tapi tetap saja di anggap salah kodenya Gimana sih?! Orang juga perlu buat ke rumah sakit tapi dipersulit dengan ini,1
Kenapa saat verifikasi kode nya salah terus padahal saya masukan kode yg dikirim sama kemenkes RI,1
Ini mau buka apk ngak bisa bisa dah urgent banget,1
Aplikasi ga guna bikin ribet doang,1
"dapet kode verifikasi udah dimasukin bener trus suruh centang kebijakan abis itu malah nomor verifikasi salah,ini gimana sih",1
"Aplikasi sampah! Mau login malah gabisa, Otp gak dikirim kirim, dahal mau cek status vaksin, kalo aplikasinya sampah minimal bisa lah cek di web gimana sih",1
"Saya mau ambil data vaksin 1,2, dan 3, tapi ko yang ada cumen sertifikat vaksinasi yang ke 1 ajah yang ke 2 dan 3 nya ga ada, padahal saya udah vaksinasi 3 kali",1
Kacau aplikasi nya padahal gk pernah di buka satu tahun lebih sekalinya buka malah di suruh login lagi. Mana pas login pake nomor telepon +62 nya kgk muncul lagi Tolong dong di perbaiki aplikasi ini penting buat lamar pekerjaan di perusahaan,1
sertifikat selalu gagal didownload jadi bikin kesel karna tidak bisa diunduh,1
"Ini gimana ya , kode otp bener tapi disangka salah Mulu buruk banget servernya .",1
Top,5
"Apk buruk mau masuk saja sulit , padahal kode verifikasi udah dimasukkan sesuai , tetapi sama saja tidak bisa masuk alasan kode verifikasi tidak sesuai",1
"makin ribet, udah bagus apk peduli lindungi simple satset tinggal login udah masuk, lah ini malah makin dipersulit buat login aja susah",2
Situ sehat?,1
padahal mau lihat sertifikat vaksin susah banget yg mana fitur sertifikat vaksin nya biar muncul kacau banget aplikasi,1
Login dengan no.hp dan email tidak ditemukan.. gunanya buat apa aplikasi kaya gini. Susah payah vaksin data tidak ada di aplikasi Mempersulit hidup saja. Bisa profesional ngurus data kagak!!!,1
APL PEAK.. ORANG UDAH LOGIN DAPAT KODE OTP WA JELAS JELAS SAMA OTP NYA DIBILANG SALAH. Hantuuuuuuu,1
"Mohon dilerbaiki,mengapa setiap kali masuk harus masuk kan kode verifikasi.Saat cek in menambahkan anggota susah banget",3
"Gajelassssssss gabisa login, mau kirim loker malah kek gini #susahdadiwongcilik",1
Apk jelek,1
Balikin aplikasi peduli lindungi.. ini aplikasi apa? Liat sertifikat vaksin aja gabisa padahal itu masih jadi salah satu syarat buat ngelamar kerja :(,1
"Aplikasi ini Rusak! Saat memasukan kode OTP yang benar dan sesuai yang dikirimkan untuk verifikasi, malah tidak bisa!",1
"Apanya PeduliLindungi nya gk ada, data saya hilang semua faksin 1-3",1
"App payah,,, ribet doang ,,,",1
Min saya tidak bisa login di aplikasi satu hati..padahal dari oeduli lindungi bisa oindah di satu hati tidak bisa login..tlg bantu min,5
Kode nomor verifikasi nya dah bener tapi minta nomer yang tepat lah gimanasih toh di wa dah bener di liatnya,1
Lambat banget pelayanan nya 😭😭,1
"Pengajuan untuk tiket booster gagal terus heran, gunanya ni aplikasi apaan. Percuma vaksin kalo ga muncul sertifikat nya perbaiki ke",1
Liyer,1
Makin ga jelas aplikasi nya makin ribet. Enakan aplikasi lama PEDULILINDUNGI,1
Bagus sangat berguna,5
apk tolol,1
"Susah banget mau daftar akun baru min, saya mau daftar eror terus gak bisa daftar",1
"Mau login ndak bisa""",1
Tolong dong mau pengajuan dosis 2 susah banget tolong yang punya aplikasi ini siapa saya mau ambil boster 3 tolong di permudah,1
Aplikasi tidak bisa digunakan,1
sehat itu mahal,4
Aplikasi tidak berguna. Menyusahkan masyarakat,1
aplikasinya semakin aneh,1
"Prah ini apk saya mau login masukan code udah bener malah dianggap salah terus seribet ini mau ngurus,kalau pemerintah belum siap sama dunia digital jangan sosoan harus pake aplikasi,online lah",1
Semenjak peduli lindungi berganti nama SATUSEHAT akun saya malah gak bisa masuk aplikasi ... jd terpaksa uninstal...,2
Mantab,5
Good,5
Sangat burukk... Susah loginn... Ini gimana sih min tolong segera di perbaik.i..,1
"Tampilan Kurang menarik, kalo bisa tmbahkan fitur video tips menggunakannya",2
"aplikasi tolol gajelas, lu ngasih gua kode otp gua masukin sesuai sama kodenya kenapa gabisa kocak wkwk. aneh",1
"Gak gena blas, mau kerja pole gak isok,, telo",1
Ok,5
Aplikasi sehat dan mantap,5
Mau login susah skali,1
"Aplikasi gk jelas, lagi tau udh benar masukin no otp nya malah bilang tidak sesuai.. Mau login aja sulit.",1
Padahal saya udah booster ke 3 tapi di apk masih booster 1. Aneh,1
Tolong sertifikat vaksin dan kartu vaksin dibedakan,1
Aplikasi gblk,1
Apk bobrok,1
gmn sih? aplikasi kok gabisa dipake login. trs gunanya apa? yg butuh sertif hrs gmn kalo aplikasinya aja gajelasss rakcethoo,1
Min ini saya setelah update apk malah g bisa masuk eror dan pilihan nomor negara g bisa d klik tolong solusinya dong,1
"gajelas, gabisa masuk kode verifikasi gabisa",1
Ok,5
"Setelah upgrade ga bisa login, padahal kode bener no bener",1
"Udah vaksin boster ,masih aja tidak terdeteksi di aplikasi",1
Ok,5
"Serifikat vaksin malah hilang, gak jelas bgt ini aplikasi Mana pakek ganti-ganti nama Tolong balikin sertifikat vaksin saya",1
"Aplikasi sekelas kementerian aja jelek banget pengembangan nya, login gagal, download sertifikat vaksin gagal, duit banyak di kementerian kok kembangin aplikasi ecek ecek, kebanyakan di pangkas ya??",1
Gimna ya Nik nya udah bener tapik kok nama pengguna tidak ditemukan?,1
Lah gimana ini gak bisa masuk ke akun sendiri,1
"Aplikasinya makin parah...🥵 Tolong deh,,, kembalikan ke aplikasi yg pertama dulu bos...🙏🙏🙏",1
Dellet aja dr playstore kalau tidak bisa digunakan,1
Udah vaksin booster ke 2 dari 4 bulan yang lalu...SAMPE SEKARANG BLUM DI UPDATE....SANGAT BURUK,1
Kode otp udah benar malah gak bisa login,1
stuck logo terus,1
"Semenjak saya update dari pedulilindungi ke satu sehat, aplikasi nya tidak bisa terbuka",1
"Gimana ya saya butuh sertifikat vaksin dan sudah berhari"" saya coba tapi sertifikat tidak dapat di proses terus, sehingga aplikasi kurang efektif dan tidak jelas",2
Aplikasi pemetah gila eror teruuussss,1
"Gabisa login padahal udah masukin kode otp dengan benar, udah salin kode langsung dari wa malah gabisa, katanya masukin kode otp dengan benar, emang gw ngasal apa ngasih masuk kodenya? Gw dah masukin kode otpnya dengan benar malah gabisaa, disuruh nunggu 5 menit lagi biar bisa masukin ulang. Tolong sistemnya diperbaiki!!!",1
Lebih enak apk pedulilindungi kemaren. Yg sekarang susah diakses dan ribet.,1
"Otp mereka yg buat, pas di masukin malah salah, terus yang bener gimana, jadinya percuma download, gabakal bisa login",1
Kinerja pemerintah sangat tidak memuaskan,1
Hebat.....,5
Masukin kode aja gabisa terus hadeehhh,1
Kenapa kalau mau download sertifikat tulisannya sertifikat gagal diproses ya?,1
Belum mempergunakan,3
Update ga jelas malah ga bisa masuk,1
"padahal vaksin satu saya udah kedaftar di tiketnya, ko di app gaa ada yaa, gimana nih?",1
very good,5
Sistem buruk,1
Sangat disarankan,5
"Gimana cara ganti nik sama nama , ini yang masuk di satu sehat malah punyanya orang tua , punyaku gak bisa masuk",1
"Akun saya kenapa gak bisa di akses bos, tolong ini alur nya gimana",1
Aplikasi sangat bermanfaat dan memudahkan pengguna karena bersifat digital dan mudah dalam melihat perubahan dalam aplikasi,5
Sertifikat tidak muncul,1
Ok,5
Apa²an ini masa sudah masukin kode otp yg benar masih dianggap salah udah berulang² kali lewat email/ no tlp tetap salah ini aplikasinya error tau gimana buruk sekali buat digunakan gak kya aolikasi yg pertama gampang masuknya,1
Mantab,5
"Gmn nih data gw gaada semua, padahal udah sampe vaksin booster",1
Mantap,5
"Ga jelas nomor bener tapi ga bisa masuk ,nyusahin aplikasinya",1
"Terima - kasih.., jaga akun dari peretas ...",4
"Ga jelas banget nih aplikasi, bagus aplikasi @PeduliLindung",1
Gimna si ini apk kementerian kesehatan gajelas bgt saya ga dapet tiket ketiga dari pas vaksin ke2 di tahun 2021 pas bulan yg lalu saya udh vaksin dan udh terdaftar di puskes tersebut tapi sertifikat ga muncul² payah bgt,1
ini gimana yah vaksin boster 3 nyah ko jadi gk ada,1
Ini gimanasih aplikasinya yang eror apa sinyalnya ya.saya sudah vaksin sampe 3x kok ngak muncul ya hasilnya😌,1
L ... B.,1
Parahhhh mau log in aja susah,1
Pelayanan login yang lambat,1
Update aplikasi malah gak bisa di pakai bosssss,1
Buang2 anggaran doang.. Aplikasi kaga jelas kegunaannya..,1
apk apa ini..mau masuk aja susah haduhh,1
"mau ngurus vaksin lewat WA gabisa mulu kamprett bintang 0,5",1
Bagusan peduli lindungi..,1
"Tidak bisa login , OTP selalu salah",1
Masih bagus apk yg dulu peduli lindungi yang sekarang jelek,1
Baik untuk semua,5
SUSAH CUMA LOGIN DOANG GA BISA BISA ANEH. APLIKASI PROYEK KEBANYAKAN MAKAN CUAN.,1
gak guna,1
Kayaknya nggak berguna apk nya data vaksin aja nggak ada,1
apk tai,1
"Maaf dulu daftar pakai nomor ponsel, sekarang nomor ponsel udah hangus, terus solusinya gimana, daftar lagi NIK udah kepakai.... Masuk akun lama tidak bisa Mohon solusinya... Trimakasih Mohon dibaca & kasih solusi",1
ngaco,1
Bagus,5
sertifiket faksin,5
Maaf tapi ribet banget mau masuk juga.,1
Apk tolol,1
"Stuck mulu apk nya kagak jelas banget mana minta update mulu, gak bisa akses kalo pake wifi kek nya emang gak niat banget bikin nya anehhhhhh",1
mengapa tak bisa login . otp dari email dan telepon seluler.. sulit .,3
Apa apa tuh hobi nya mempersulit timang login doang nulis oTp udh bener masih aja membodohi,5
"Maaf saya mau tanya ini emg sertifikat vaksin nya update terbaru atau gmn ya mohon dibenarkan soalnya pas saya mau download sertifikat beda ga sesuai sm ky diawal aplikasi peduli lindungi , tolong dijelaskan ini penting bgt buat klo melamar pekerjaan saya sampai bingung ko beda ga ky peduli lindungi warna ungu sertifikat nya ini jd putih warnanya",1
Mantap lah,5
"Mau login aja susah udah masukin pin bener malah gabisa bisa akhirnya nunggu 5 mnit, setelah bisa nyari sertifikatnya malah kaga ada padahal sudah vaksin",1
"duh gimana ini min , saya mau login sama nyoba buat akun baru , kok ada tulisan ""terjadi kesalahan , silakan coba lagi nanti"". Ini servernya lg down kah ? , saya udah nyoba di 3 HP berbeda hasilnya tetep sama. 01-09-2021. 20.12 WIB mohon petunjuknya minnn",1
"Mau login aja nggak bisa, kode otp salah padahal udah sesuai sama yg di kirim, tolong di perbaiki lagi untuk aplikasi nya,",1
"Aplikasi hebat,. Very good 😊",5
Ok,5
semoga seluruh faskes di indonesia terintegrasi di satu sehat untuk memudahkan masyarakat mendapat pelayanan faskes yang terpadu di seluruh indonesia.,5
"😇 mf min, sya mau buka sertifikat vaksin kok kata'a sya baru satu kali vaksin, padahal sya sdah dua kali bahkan sudah ikut vaksin booster, gmna nih kemenkes tanggung jawab'a tlg dong di cek ulang kembali 🙏",1
"Jelek banget, no sudah benar, kode yg dimasukin sudah benar, tp tak bisa masuk dibilang kode salah, yg bikin aplikasi sehat kah?? emang benar ini aplikasi sehat?????",1
APLIKASI CACAD OTP BENER DIANGGAP SALAH,1
applikasi gk bermutu masa gk bisa login,1
Mantap,5
Aplikasi gaguna error,1
Bagus,5
Ga guna malah di ganti nyusahin,1
"Aplikasi klo awalnya cuman proyek gak jelas ya kayak gini,, mau masuk aja gabisa, masukin otp berkali2 juga salah..",1
Minta tolong gimana caranya agar bisa masuk login sedangkan nomer hp dan alamat emailnya lupa saya lagi butuh banget terimakasih,1
"Aplikasinya gak sinkron , setivikat vaksin tidak muncul semuanya . Padahal mau dicetak buat pengurusan dokumen",1
Ribet. Tidak seperti aplikasi peduli lindungi yg sebelumnya. Dan NIK tidak dapat diubah.,3
"Aplikasi apa si bang, sudah benar semua masih aja ga bisa login sempak lah",1
Saya sudah vaksin 2 kali tapi status nya masih kuning.,1
"Aplikasi tidak bermanfaat , cek serti vaksin tidak bisa",1
Aplikasi gk jelas,1
Gabisa login. Kode otp sudah benar tapi salah salah. Aplikasi rusakkkkk,1
Apk gk jelas kode verifikasi yg dikirim ke nmr udah benar pas kode di masukin ke kotak tpi kok di anggap kode salah...kocak,1
Keseringan update tapi masih gtu2 aja,2
"Aplikasi gak bisa di update, mending pake peduli lindungi dulu aplikasi lebih enak dan cepat loading nya",2
Aneh banget apk pemerintah bukannya meringankan malah bikin ribet,1
Makin sulit untuk akses masuk.. Tidak bisa.. Masuk . Karna pilihan kode nomor negara tidak bisa di temukan,1
jadi gini kak aku dulu vaksin kan 2021 masih umur 16 nah jadi cuma bisa dosis 2 ditahun ini mau vaksin dosis 3 kok malah ga ada tiket vaksinnya padahal udh 18+ jarak vaksin udh 2th gimana trus?,2
gw gabisa masuk sih gimana? kodenya udah bener tapi katanya salah 😣,1
"terlalu sering pembaruan, sekarang bagaimana kalau mau lihat sertifikat vaksin, setelah jadi Satusehat, malah downgrade kualitasnya",1
Mendingan peduli lindungi ga ribet ky satu sehat gini!,1
"Masuk susah padahal udh terdaftar lagi disuruh registrasi,ini mempersulit jadinya bukan mempermudah🤔🤔",1
Buat log in sulit banget,1
Tolong diperbaiki dan diperhatikan setiap update aplikasi ini pasti disuruh login lagi berulang kali,4
"Hasil vaksin saya hilang, tidak terdaftar, diuptude itu seharusnya makin enak digunakan, ini hilang semua data vaksin saya",1
Login susah gaada email masuk,1
terlalu sering update apk,1
"Ni kalau bukan buat wajib dokumen kerja gak mungkin download , ribet bgt wiirrr ... emosii saya pagi²",2
Ok,4
Kyak mana liat sertifikat faksinya,1
"mau masuk aja ribet amat,kode udah bener tetep gk bisa masuk",1
Sangat mengecewakan mending jangan di instal,1
"otp kirim lewat sms, sy g pake whatsapp.....niat napa kalo bikin aplikasi, udah booster ke 2 masih aja hidup dibikin ribet",1
Aplikasinya jelek bgt,1
",z",1
Payah .. udah vaksin 3 kali di peduli lindungi ko disini malah belum pernah sama sekali vaksin,5
Sertivikat vaksin nya tidak muncul gimana mau di kasih bintang 5 ini mah,1
"Mencari sertifikat 1,2 dan boster 1,2",5
